675	US723	DUB-PHL	767
605	US721	FCO-CLT	333
650	US719	FCO-PHL	333
640	US705	FRA-CLT	333
610	US701	FRA-PHL	333
710	US703	FRA-PHL	333
760	US769	GLA-PHL	752
580	US733	LGW-CLT	333
740	US729	LHR-PHL	332
640	US739	LIS-PHL	752
510	US749	MAD-CLT	767
695	US741	MAD-PHL	333
675	US735	MAN-PHL	333
675	US707	MUC-PHL	332
635	US715	VCE-PHL	767
565	US711	ZRH-PHL	767
820	UX63	MAD-CUN	332
980	UX91	MAD-JFK	332
685	VS43	LGW-LAS	744
675	VS27	LGW-MCO	333
780	VS15	LGW-MCO	744
905	VS11	LHR-BOS	744
975	VS1	LHR-EWR	744
1225	VS17	LHR-EWR	346
675	VS21	LHR-IAD	346
635	VS3	LHR-JFK	346
840	VS45	LHR-JFK	744
1035	VS9	LHR-JFK	346
690	VS7	LHR-LAX	744
935	VS23	LHR-LAX	346
710	VS5	LHR-MIA	346
660	VS39	LHR-ORD	343
780	VS19	LHR-SFO	744
735	VS85	MAN-LAS	744
660	VS75	MAN-MCO	333
695	VV131	KBP-JFK	763
780	EB1509	MAD-CUN	744
655	WG223	CDG-YUL	763
730	WG211	LIS-YYZ	763
