"Airport Report",,,,,,,,,,,
,,,,,,,,,,,
"Code","Name","City","State","State Name"," Latitude "," Longitude ","Country","Country Name","Global Region","WAC","Notes"
"AMG","Amboin Airport","Amboin","  "," ",-4.62,143.70,"PG","Papua New Guinea","Australasia",804,
"AMH","Arba Mintch ","Arba Mintch","  "," ",6.04,37.58,"ET","Ethiopia","Africa",522,
"AMI","Selaparang","Mataram","  "," ",-8.56,116.10,"ID","Indonesia","Asia",732,
"AMJ","Almenara Airport","Almenara","MG","Minas Gerais",-16.18,-40.68,"BR","Brazil","South America",316,
"AMK","Animas Air Park","Durango","CO","Colorado",37.20,-107.87,"US","United States","North America",82,
"AML","Puerto Armuelles Airport","Puerto Armuelles","  "," ",8.27,-82.87,"PA","Panama","Central America",162,
"AMM","Queen Alia Intl ","Amman","  "," ",31.97,35.99,"JO","Jordan","Middle East",639,
"AMN","Gratiot Community ","Alma","MI","Michigan",43.32,-84.69,"US","United States","North America",43,
"AMO","Mao Airport","Mao","  "," ",14.12,15.32,"TD","Chad","Africa",511,
"AMP","Ampanihy","Ampanihy","  "," ",-24.70,44.73,"MG","Madagascar","Africa",541,
"AMQ","Pattimura ","Ambon","  "," ",-2.30,128.08,"ID","Indonesia","Asia",732,
"AMR","Arno","Arno","  "," ",7.08,171.68,"MH","Marshall Islands","Australasia",844,
"AMS","Schiphol","Amsterdam","  "," ",52.31,4.77,"NL","Netherlands","Europe",461,
"AMT","Amata Airport ","Amata","NT","Northern Territory",-26.77,132.03,"AU","Australia","Australasia",802,
"AMU","Amanab","Amanab","  "," ",-3.52,141.25,"PG","Papua New Guinea","Australasia",804,
"AMV","Amderma","Amderma","NF","Northwestern Federal District",69.77,61.55,"RU","Russian Federation","Europe",475,
"AMW","Ames","Ames","IA","Iowa",41.99,-93.62,"US","United States","North America",61,
"AMX","Ammaroo ","Ammaroo","NT","Northern Territory",-21.74,135.24,"AU","Australia","Australasia",802,
"AMY","Ambatomainty","Ambatomainty","  "," ",-17.68,45.67,"MG","Madagascar","Africa",541,
"AMZ","Ardmore ","Ardmore","  "," ",-37.03,174.97,"NZ","New Zealand","Australasia",851,
"ANA","Anaheim ","Anaheim","CA","California",33.82,-117.93,"US","United States","North America",91,
"ANB","Anniston County ","Anniston","AL","Alabama",33.59,-85.86,"US","United States","North America",51,
"ANC","Anchorage Intl","Anchorage","AK","Alaska",61.17,-149.99,"US","United States","North America",1,
"AND","Anderson County ","Anderson","SC","South Carolina",34.49,-82.71,"US","United States","North America",37,
"ANE","Arville ","Angers","  "," ",47.50,-0.57,"FR","France","Europe",427,
"ANF","Cerro Moreno","Antofagasta","  "," ",-23.44,-70.44,"CL","Chile","South America",324,
"ANG","Angouleme-Brie Champni","Angouleme","  "," ",45.73,0.22,"FR","France","Europe",427,
"ANH","Anuha Island Resort Airport","Anuha Island Resort","  "," ",-8.98,160.50,"SB","Solomon Islands","Australasia",874,
"ANI","Aniak ","Aniak","AK","Alaska",61.58,-159.54,"US","United States","North America",1,
"ANJ","Zanaga","Zanaga","  "," ",-2.85,13.83,"CG","Congo","Africa",515,
"ANK","Ankara","Ankara-Metro","  "," ",39.95,32.70,"TR","Turkey","Europe",679,
"ANL","Andulo Airport","Andulo","  "," ",-11.25,17.25,"AO","Angola","Africa",502,
"ANM","Antalaha","Antalaha","  "," ",-15.00,50.33,"MG","Madagascar","Africa",541,
"ANN","Annette Island","Annette Island","AK","Alaska",55.04,-131.57,"US","United States","North America",1,
"ANO","Angoche Airport","Angoche","  "," ",-16.18,39.94,"MZ","Mozambique","Africa",550,
"ANP","Lee Airport","Annapolis","MD","Maryland",38.98,-76.50,"US","United States","North America",35,
"ANQ","Tri-State Steuben County Airport","Angola","IN","Indiana",41.63,-85.00,"US","United States","North America",42,
"ANR","Deurne","Antwerp","  "," ",51.19,4.46,"BE","Belgium","Europe",409,
"ANS","Andahuaylas ","Andahuaylas","  "," ",-13.72,-73.36,"PE","Peru","South America",368,
"ANT","St. Anton Heliport","Saint Anton","  "," ",47.12,10.24,"AT","Austria","Europe",403,
"ANU","V C Bird Intl ","Antigua","  "," ",17.14,-61.79,"AG","Antigua and Barbuda","Caribbean",206,
"ANV","Anvik ","Anvik","AK","Alaska",62.65,-160.19,"US","United States","North America",1,
"ANW","Ainsworth Airport","Ainsworth","NE","Nebraska",42.55,-99.87,"US","United States","North America",65,
"ANX","Andoya","Andenes","  "," ",69.29,16.14,"NO","Norway","Europe",465,
"ANY","Anthony ","Anthony","KS","Kansas",37.15,-98.03,"US","United States","North America",62,
"ANZ","Angus Downs Airport","Angus Downs","NT","Northern Territory",-25.08,132.17,"AU","Australia","Australasia",802,
"AOA","Aroa Airport","Aroa","  "," ",-9.05,146.80,"PG","Papua New Guinea","Australasia",804,
"AOB","Annanberg Airport","Annanberg","  "," ",-4.92,144.65,"PG","Papua New Guinea","Australasia",804,
"AOC","Altenburg Nobitz Airport","Altenburg","  "," ",50.98,12.45,"DE","Germany","Europe",429,
"AOD","Abou Deia Airport","Abou Deia","  "," ",11.47,19.29,"TD","Chad","Africa",511,
"AOE","Anadolu University Airport","Eskisehir","  "," ",39.00,30.50,"TR","Turkey","Europe",679,
"AOG","Anshan Airport","Anshan","  "," ",41.17,123.03,"CN","China","Asia",713,
"AOH","Allen County","Lima","OH","Ohio",40.71,-84.03,"US","United States","North America",44,
"AOI","Falconara ","Ancona","  "," ",43.62,13.36,"IT","Italy","Europe",450,
"AOJ","Aomori","Aomori","  "," ",40.74,140.70,"JP","Japan","Asia",736,
"AOK","Karpathos","Karpathos","  "," ",35.42,27.15,"GR","Greece","Europe",433,
"AOL","Paso De Los Libres","Paso De Los Libres","CR","Corrientes",-29.69,-57.15,"AR","Argentina","South America",303,
"AOM","Adam Airport","Adam","  "," ",22.50,57.38,"OM","Oman","Middle East",658,
"AON","Arona Airport ","Arona","  "," ",-6.33,146.00,"PG","Papua New Guinea","Australasia",804,
"AOO","Blair County","Altoona","PA","Pennsylvania",40.30,-78.32,"US","United States","North America",23,
"AOP","Andoas","Andoas","  "," ",-2.69,-76.47,"PE","Peru","South America",368,
"AOR","Alor Setar","Alor Setar","  "," ",6.19,100.40,"MY","Malaysia","Asia",749,
"AOS","Amook ","Amook","AK","Alaska",57.45,-153.81,"US","United States","North America",1,
"AOT","Corrado Gex Airport ","Aosta","  "," ",45.00,7.00,"IT","Italy","Europe",450,
"AOU","Attopeu ","Attopeu","  "," ",14.80,106.82,"LA","Laos","Asia",744,
"AOY","Asaloyeh Airport","Asaloyeh","  "," ",27.47,52.62,"IR","Iran","Middle East",632,
"APA","Arapahoe County","Denver","CO","Colorado",39.57,-104.85,"US","United States","North America",82,
"APB","Apolo Airport","Apolo","  "," ",-14.72,-68.52,"BO","Bolivia","South America",312,
"APC","Napa County ","Napa","CA","California",38.21,-122.28,"US","United States","North America",91,
"APE","San Juan Aposento Airport","San Juan Aposento","  "," ",-11.93,-69.08,"PE","Peru","South America",368,
"APF","Naples Municipal","Naples","FL","Florida",26.15,-81.78,"US","United States","North America",33,
"APG","Phillips Aaf","Aberdeen","MD","Maryland",39.47,-76.17,"US","United States","North America",35,
"APH","Bowling Green ","Bowling Green","VA","Virginia",38.05,-77.35,"US","United States","North America",38,
"API","Apiay Airport","Apiay","  "," ",4.07,-73.05,"CO","Colombia","South America",327,
"APK","Apataki ","Apataki","  "," ",-15.57,-146.42,"PF","French Polynesia","Australasia",823,
"APL","Nampula ","Nampula","  "," ",-15.10,39.29,"MZ","Mozambique","Africa",550,
"APN","Alpena County Regl","Alpena","MI","Michigan",45.08,-83.56,"US","United States","North America",43,
"APO","Apartado","Apartado","  "," ",7.03,-77.20,"CO","Colombia","South America",327,
"APP","Asapa ","Asapa","  "," ",-8.98,148.13,"PG","Papua New Guinea","Australasia",804,
"APQ","Arapiraca ","Arapiraca","AL","Alagoas",-9.75,-36.65,"BR","Brazil","South America",316,
"APR","April River ","April River","  "," ",-4.70,142.53,"PG","Papua New Guinea","Australasia",804,
"APS","Anapolis","Anapolis","GO","Goias",-16.33,-48.97,"BR","Brazil","South America",316,
"APT","Marion County Airport","Jasper","TN","Tennessee",35.07,-85.50,"US","United States","North America",54,
"APU","Apucarana ","Apucarana","PR","Parana",-23.55,-51.48,"BR","Brazil","South America",316,
"APV","Apple Valley","Apple Valley","CA","California",34.53,-117.21,"US","United States","North America",91,
"APW","Faleolo ","Apia","  "," ",-13.83,-172.00,"WS","Western Samoa","Australasia",892,
"APX","Arapongas ","Arapongas","PR","Parana",-23.38,-51.95,"BR","Brazil","South America",316,
"APY","Alto Parnaiba Airport","Alto Parnaiba","MA","Maranhao",-9.13,-45.93,"BR","Brazil","South America",316,
"APZ","Zapala","Zapala","NE","Neuquen",-38.92,-70.08,"AR","Argentina","South America",303,
"AQA","Araraquara","Araraquara","SP","Sao Paulo",-21.78,-48.17,"BR","Brazil","South America",316,
"AQB","Quiche","Quiche","  "," ",15.01,-91.15,"GT","Guatemala","Central America",127,
"AQG","Anqing","Anqing","  "," ",30.52,117.03,"CN","China","Asia",713,
"AQI","Qaisumah","Qaisumah","  "," ",28.33,46.13,"SA","Saudi Arabia","Middle East",670,
"AQJ","Aqaba Spl ","Aqaba","  "," ",29.61,35.02,"JO","Jordan","Middle East",639,
"AQM","Ariquemes Airport","Ariquemes","RO","Rondonia",-9.93,-63.07,"BR","Brazil","South America",316,
"AQP","Rodriguez Ballon","Arequipa","  "," ",-16.34,-71.56,"PE","Peru","South America",368,
"AQS","Saqani Airport","Saqani","  "," ",-17.00,170.90,"FJ","Fiji","Australasia",821,
"AQY","Alyeska Airport","Alyeska","AK","Alaska",60.97,-149.12,"US","United States","North America",1,
"ARA","Acadiana Regional ","New Iberia","LA","Louisiana",30.04,-91.88,"US","United States","North America",72,
"ARB","Ann Arbor Municipal Airport ","Ann Arbor","MI","Michigan",42.30,-83.75,"US","United States","North America",43,
"ARC","Arctic Village","Arctic Village","AK","Alaska",68.14,-145.52,"US","United States","North America",1,
"ARD","Alor Island ","Alor","  "," ",-8.25,124.75,"ID","Indonesia","Asia",732,
"ARE","Arecibo ","Arecibo","PR","Puerto Rico",18.45,-66.68,"US","United States","North America",3,
"ARF","Acaricuara Airport","Acaricuara","  "," ",0.53,-70.13,"CO","Colombia","South America",327,
"ARG","Walnut Ridge Airport","Walnut Ridge","AR","Arkansas",36.07,-90.95,"US","United States","North America",71,
"ARH","Arkhangel'sk","Arkhangel'sk","NF","Northwestern Federal District",64.57,40.53,"RU","Russian Federation","Europe",475,
"ARI","Chacalluta","Arica","  "," ",-18.33,-70.34,"CL","Chile","South America",324,
"ARJ","Arso Airport","Arso","  "," ",-2.93,140.78,"ID","Indonesia","Asia",732,
"ARK","Arusha","Arusha","  "," ",-3.36,36.62,"TZ","Tanzania","Africa",585,
"ARL","Arly","Arly","  "," ",11.58,1.25,"BF","Burkina Faso","Africa",593,
"ARM","Armidale","Armidale","NS","New South Wales",-30.53,151.62,"AU","Australia","Australasia",802,
"ARN","Arlanda","Stockholm-Arlanda","  "," ",59.66,17.93,"SE","Sweden","Europe",484,
"ARO","Arboletas ","Arboletas","  "," ",8.87,-76.43,"CO","Colombia","South America",327,
"ARP","Aragip","Aragip","  "," ",-9.87,149.48,"PG","Papua New Guinea","Australasia",804,
"ARQ","Arauquita ","Arauquita","  "," ",7.03,-71.43,"CO","Colombia","South America",327,
"ARR","Alto Rio Senguerr ","Alto Rio Senguerr","CB","Chubut",-45.17,-71.00,"AR","Argentina","South America",303,
"ARS","Aragarcas ","Aragarcas","GO","Goias",-15.90,-52.23,"BR","Brazil","South America",316,
"ART","Watertown Municipal ","Watertown","NY","New York",43.99,-76.02,"US","United States","North America",22,
"ARU","Aractuba","Aracatuba","SP","Sao Paulo",-21.14,-50.43,"BR","Brazil","South America",316,
"ARV","Noble F Lee ","Minocqua","WI","Wisconsin",45.92,-89.73,"US","United States","North America",45,
"ARW","Arad","Arad","  "," ",46.18,21.27,"RO","Romania","Europe",473,
"ARX","Asbury Park","Asbury Pk/Monmouth C","NJ","New Jersey",40.22,-74.10,"US","United States","North America",21,
"ARY","Ararat Airport","Ararat","VI","Victoria",-37.32,143.00,"AU","Australia","Australasia",802,
"ARZ","NZeto Airport","NZeto","  "," ",-7.50,13.50,"AO","Angola","Africa",502,
"ASA","Assab ","Assab","  "," ",13.07,42.64,"ER","Eritrea","Africa",523,
"ASB","Ashkhabad ","Ashkhabad","  "," ",37.98,58.36,"TM","Turkmenistan","Asia",785,
"ASC","Ascension ","Ascension","  "," ",-15.92,-63.15,"BO","Bolivia","South America",312,
"ASD","Andros Town ","Andros Town","  "," ",24.70,-77.80,"BS","Bahamas","Caribbean",204,
"ASE","Aspen ","Aspen","CO","Colorado",39.22,-106.87,"US","United States","North America",82,
"ASF","Astrakhan","Astrakhan","SF","Southern Federal District",46.35,48.05,"RU","Russian Federation","Europe",475,
"ASG","Ashburton Airport","Ashburton","  "," ",-43.90,171.78,"NZ","New Zealand","Australasia",851,
"ASH","Boire Field ","Nashua","NH","New Hampshire",42.78,-71.51,"US","United States","North America",14,
"ASI","Wideawake Field ","Georgetown","  "," ",-7.97,-14.39,"SH","Saint Helena","Africa",580,
"ASJ","Amami O Shima ","Amami O Shima","  "," ",28.42,129.70,"JP","Japan","Asia",736,
"ASK","Yamoussoukro","Yamoussoukro","  "," ",6.91,-5.36,"CI","Ivory Coast (Cote d'Ivoire)","Africa",533,
"ASL","Harrison County ","Marshall","TX","Texas",32.52,-94.31,"US","United States","North America",74,
"ASM","Asmara International","Asmara","  "," ",15.29,38.91,"ER","Eritrea","Africa",523,
"ASN","Talladega Municipal ","Talladega","AL","Alabama",33.57,-86.05,"US","United States","North America",51,
"ASO","Asosa ","Asosa","  "," ",10.05,34.54,"ET","Ethiopia","Africa",522,
"ASP","Alice Springs ","Alice Springs","NT","Northern Territory",-23.80,133.88,"AU","Australia","Australasia",802,
"ASQ","Austin Airport","Austin","NV","Nevada",39.47,-117.17,"US","United States","North America",85,
"ASR","Kayseri ","Kayseri","  "," ",38.70,35.51,"TR","Turkey","Europe",679,
"AST","Port Of Astoria ","Astoria","OR","Oregon",46.16,-123.88,"US","United States","North America",92,
"ASU","Silvio Pettirossi ","Asuncion","  "," ",-25.24,-57.52,"PY","Paraguay","South America",365,
"ASV","Amboseli","Amboseli","  "," ",-2.63,37.25,"KE","Kenya","Africa",535,
"ASW","Aswan ","Aswan","  "," ",23.97,32.82,"EG","Egypt","Africa",591,
"ASX","Ashland Airport","Ashland","WI","Wisconsin",46.55,-90.92,"US","United States","North America",45,
"ASY","Ashley Airport","Ashley","ND","North Dakota",46.03,-99.37,"US","United States","North America",66,
"ASZ","Asirim Airport","Asirim","  "," ",-5.87,150.37,"PG","Papua New Guinea","Australasia",804,
"ATA","Anta","Anta","  "," ",-9.35,-77.60,"PE","Peru","South America",368,
"ATB","Atbara","Atbara","  "," ",17.72,34.02,"SD","Sudan","Africa",583,
"ATC","Arthur's Town","Arthur's Town","  "," ",24.63,-75.67,"BS","Bahamas","Caribbean",204,
"ATD","Atoifi","Atoifi","  "," ",-8.87,161.03,"SB","Solomon Islands","Australasia",874,
"ATE","Antlers Municipal ","Antlers","OK","Oklahoma",34.19,-95.65,"US","United States","North America",73,
"ATF","Chachoan Airport","Ambato","  "," ",-1.08,-78.70,"EC","Ecuador","South America",337,
"ATG","Attock Airport","Attock","  "," ",33.90,72.25,"PK","Pakistan","Asia",764,
"ATH","Eleftherios Venizelos Airport","Athens","  "," ",37.94,23.94,"GR","Greece","Europe",433,
"ATI","Artigas Airport","Artigas","  "," ",-30.40,-56.51,"UY","Uruguay","South America",385,
"ATJ","Antsirabe Airport","Antsirabe","  "," ",-19.85,47.02,"MG","Madagascar","Africa",541,
"ATK","Atqasuk ","Atqasuk","AK","Alaska",70.47,-157.39,"US","United States","North America",1,
"ATL","Hartsfield Intl ","Atlanta","GA","Georgia",33.64,-84.43,"US","United States","North America",34,
"ATM","Altamira","Altamira","PA","Para",-3.20,-52.22,"BR","Brazil","South America",316,
"ATN","Namatanai ","Namatanai","  "," ",-3.67,152.44,"PG","Papua New Guinea","Australasia",804,
"ATO","Ohio University, Oh","Athens, Oh","OH","Ohio",39.21,-82.23,"US","United States","North America",44,
"ATP","Aitape","Aitape","  "," ",-3.13,142.35,"PG","Papua New Guinea","Australasia",804,
"ATQ","Raja Sansi","Amritsar","  "," ",31.71,74.80,"IN","India","Asia",733,
"ATR","Mouakchott","Atar","  "," ",20.50,-13.05,"MR","Mauritania","Africa",545,
"ATS","Artesia Airport","Artesia","NM","New Mexico",32.85,-104.47,"US","United States","North America",86,
"ATT","Atmautluak","Atmautluak","AK","Alaska",60.86,-162.28,"US","United States","North America",1,
"ATU","Casco Cove Airport","Attu Island","AK","Alaska",52.83,173.17,"US","United States","North America",1,
"ATV","Ati Airport","Ati","  "," ",13.24,18.31,"TD","Chad","Africa",511,
"ATW","Outagamie County","Appleton","WI","Wisconsin",44.26,-88.52,"US","United States","North America",45,
"ATX","Atbasar Airport","Atbasar","  "," ",51.88,68.40,"KZ","Kazakhstan","Asia",738,
"ATY","Watertown Municipal ","Watertown","SD","South Dakota",44.91,-97.15,"US","United States","North America",67,
"ATZ","Assiut","Assiut","  "," ",27.05,31.02,"EG","Egypt","Africa",591,
"AUA","Reina Beatrix ","Aruba","  "," ",12.50,-70.01,"AW","Aruba","Caribbean",277,
"AUB","Itauba Airport","Itauba","MT","Mato Grosso",-5.77,-63.35,"BR","Brazil","South America",316,
"AUC","Santiago Perez","Arauca","  "," ",7.07,-70.74,"CO","Colombia","South America",327,
"AUD","Augustus Downs","Augustus Downs","QL","Queensland",-18.51,139.88,"AU","Australia","Australasia",802,
"AUE","Abu Rudeis Airport","Abu Rudeis","  "," ",28.90,33.18,"EG","Egypt","Africa",591,
"AUF","Aeroport Auxerre Branches","Auxerre","  "," ",47.85,3.50,"FR","France","Europe",427,
"AUG","Augusta State ","Augusta","ME","Maine",44.32,-69.80,"US","United States","North America",12,
"AUH","Abu Dhabi Intl","Abu Dhabi","  "," ",24.43,54.65,"AE","United Arab Emirates","Middle East",678,
"AUI","Aua Island Airport","Aua Island","  "," ",-1.46,143.08,"PG","Papua New Guinea","Australasia",804,
"AUJ","Ambunti ","Ambunti","  "," ",-4.25,142.85,"PG","Papua New Guinea","Australasia",804,
"AUK","Alakanuk","Alakanuk","AK","Alaska",62.69,-164.61,"US","United States","North America",1,
"AUL","Aur ","Aur","  "," ",8.13,171.17,"MH","Marshall Islands","Australasia",844,
"AUM","Austin","Austin","MN","Minnesota",43.66,-92.93,"US","United States","North America",63,
"AUN","Auburn","Auburn","CA","California",38.90,-121.07,"US","United States","North America",91,
"AUO","Auburn-Opelika Airport","Auburn","AL","Alabama",32.63,-85.50,"US","United States","North America",51,
"AUP","Agaun ","Agaun","  "," ",-9.92,149.33,"PG","Papua New Guinea","Australasia",804,
"AUQ","Atuona","Atuona","  "," ",-9.77,-139.02,"PF","French Polynesia","Australasia",823,
"AUR","Aurillac","Aurillac","  "," ",44.90,2.42,"FR","France","Europe",427,
"AUS","Robert Mueller Muni ","Austin","TX","Texas",30.30,-97.70,"US","United States","North America",74,
"AUT","Atauro","Atauro","  "," ",-8.00,125.68,"ID","Indonesia","Asia",732,
"AUU","Aurukun Mission ","Aurukun Mission","QL","Queensland",-13.35,141.72,"AU","Australia","Australasia",802,
"AUV","Aumo Airport","Aumo","  "," ",-5.72,148.43,"PG","Papua New Guinea","Australasia",804,
"AUW","Wausau Municipal","Wausau","WI","Wisconsin",44.92,-89.62,"US","United States","North America",45,
"AUX","Araguaina ","Araguaina","TO","Tocantins",-7.20,-48.20,"BR","Brazil","South America",316,
"AUY","Aneityum","Aneityum","  "," ",-20.25,169.76,"VU","Vanuatu","Australasia",885,
"AUZ","Aurora","Aurora","IL","Illinois",41.77,-88.32,"US","United States","North America",41,
"AVA","An Shun/Huang Guo Shu Airport ","An Shun","  "," ",26.26,105.87,"CN","China","Asia",713,
"AVB","Aviano Ab ","Aviano","  "," ",46.03,12.60,"IT","Italy","Europe",450,
"AVF","Avoriaz Airport","Avoriaz","  "," ",46.20,6.77,"FR","France","Europe",427,
"AVG","Auvergne","Auvergne","NT","Northern Territory",-15.75,129.92,"AU","Australia","Australasia",802,
"AVI","Ciego De Avila","Ciego De Avila","  "," ",22.03,-78.79,"CU","Cuba","Caribbean",219,
"AVK","Arvaikheer Airport","Arvaikheer","  "," ",46.17,102.47,"MN","Mongolia","Asia",751,
"AVL","Asheville Municipal ","Asheville","NC","North Carolina",35.44,-82.54,"US","United States","North America",36,
"AVN","Avignon-Caum","Avignon","  "," ",43.90,4.90,"FR","France","Europe",427,
"AVO","Avon Park Municipal ","Avon Park","FL","Florida",27.59,-81.53,"US","United States","North America",33,
"AVP","Wilkes-Barre/Scrantn I","Wilkes-Barre/Scranton","PA","Pennsylvania",41.34,-75.73,"US","United States","North America",23,
"AVU","Avu Avu ","Avu Avu","  "," ",-9.85,160.42,"SB","Solomon Islands","Australasia",874,
"AVV","Avalon","Avalon","VI","Victoria",-38.04,144.47,"AU","Australia","Australasia",802,
